PUBLICATION,SCENARIO,CATEGORY,PRODUCT,FLOW,UNIT,REGION,YEAR,VALUE
World Energy Outlook 2024,Stated Policies Scenario,Energy,Oil,Buildings,EJ,World,2040,8.992
World Energy Outlook 2024,Stated Policies Scenario,Energy,Oil,Buildings,EJ,World,2050,8.624
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Oil,Buildings,EJ,World,2023,12.618
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Oil,Buildings,EJ,World,2030,10.739
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Oil,Buildings,EJ,World,2035,8.077
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Oil,Buildings,EJ,World,2040,6.259
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Oil,Buildings,EJ,World,2050,5.091
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Oil,Buildings,EJ,World,2023,12.618
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Oil,Buildings,EJ,World,2030,9.073
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Oil,Buildings,EJ,World,2035,5.101
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Oil,Buildings,EJ,World,2040,2.293
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Oil,Buildings,EJ,World,2050,0.653
World Energy Outlook 2024,Stated Policies Scenario,Energy,Total gases,Buildings,EJ,World,2010,25.855
World Energy Outlook 2024,Stated Policies Scenario,Energy,Total gases,Buildings,EJ,World,2022,29.867
World Energy Outlook 2024,Stated Policies Scenario,Energy,Total gases,Buildings,EJ,World,2023,28.66
World Energy Outlook 2024,Stated Policies Scenario,Energy,Total gases,Buildings,EJ,World,2030,31.3
World Energy Outlook 2024,Stated Policies Scenario,Energy,Total gases,Buildings,EJ,World,2035,31.182
World Energy Outlook 2024,Stated Policies Scenario,Energy,Total gases,Buildings,EJ,World,2040,31.253
World Energy Outlook 2024,Stated Policies Scenario,Energy,Total gases,Buildings,EJ,World,2050,31.857
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Total gases,Buildings,EJ,World,2023,28.66
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Total gases,Buildings,EJ,World,2030,28.6
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Total gases,Buildings,EJ,World,2035,24.866
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Total gases,Buildings,EJ,World,2040,21.909
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Total gases,Buildings,EJ,World,2050,18.678
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Total gases,Buildings,EJ,World,2023,28.66
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Total gases,Buildings,EJ,World,2030,23.221
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Total gases,Buildings,EJ,World,2035,15.239
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Total gases,Buildings,EJ,World,2040,9.656
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Total gases,Buildings,EJ,World,2050,4.669
World Energy Outlook 2024,Stated Policies Scenario,Energy,Biomethane,Buildings,EJ,World,2010,0.005
World Energy Outlook 2024,Stated Policies Scenario,Energy,Biomethane,Buildings,EJ,World,2022,0.075
World Energy Outlook 2024,Stated Policies Scenario,Energy,Biomethane,Buildings,EJ,World,2023,0.08
World Energy Outlook 2024,Stated Policies Scenario,Energy,Biomethane,Buildings,EJ,World,2030,0.193
World Energy Outlook 2024,Stated Policies Scenario,Energy,Biomethane,Buildings,EJ,World,2035,0.311
World Energy Outlook 2024,Stated Policies Scenario,Energy,Biomethane,Buildings,EJ,World,2040,0.489
World Energy Outlook 2024,Stated Policies Scenario,Energy,Biomethane,Buildings,EJ,World,2050,1.196
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Biomethane,Buildings,EJ,World,2023,0.08
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Biomethane,Buildings,EJ,World,2030,0.61
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Biomethane,Buildings,EJ,World,2035,1.045
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Biomethane,Buildings,EJ,World,2040,1.508
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Biomethane,Buildings,EJ,World,2050,2.672
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Biomethane,Buildings,EJ,World,2023,0.08
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Biomethane,Buildings,EJ,World,2030,2.285
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Biomethane,Buildings,EJ,World,2035,2.922
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Biomethane,Buildings,EJ,World,2040,2.948
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Biomethane,Buildings,EJ,World,2050,2.512
World Energy Outlook 2024,Stated Policies Scenario,Energy,Hydrogen,Buildings,EJ,World,2010,0
World Energy Outlook 2024,Stated Policies Scenario,Energy,Hydrogen,Buildings,EJ,World,2022,0
World Energy Outlook 2024,Stated Policies Scenario,Energy,Hydrogen,Buildings,EJ,World,2023,0
World Energy Outlook 2024,Stated Policies Scenario,Energy,Hydrogen,Buildings,EJ,World,2030,0.003
World Energy Outlook 2024,Stated Policies Scenario,Energy,Hydrogen,Buildings,EJ,World,2035,0.006
World Energy Outlook 2024,Stated Policies Scenario,Energy,Hydrogen,Buildings,EJ,World,2040,0.007
World Energy Outlook 2024,Stated Policies Scenario,Energy,Hydrogen,Buildings,EJ,World,2050,0.008
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Hydrogen,Buildings,EJ,World,2023,0
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Hydrogen,Buildings,EJ,World,2030,0.092
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Hydrogen,Buildings,EJ,World,2035,0.317
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Hydrogen,Buildings,EJ,World,2040,0.402
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Hydrogen,Buildings,EJ,World,2050,0.279
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Hydrogen,Buildings,EJ,World,2023,0
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Hydrogen,Buildings,EJ,World,2030,0.137
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Hydrogen,Buildings,EJ,World,2035,0.319
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Hydrogen,Buildings,EJ,World,2040,0.348
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Hydrogen,Buildings,EJ,World,2050,0.306
World Energy Outlook 2024,Stated Policies Scenario,Energy,Natural gas,Buildings,EJ,World,2010,25.484
World Energy Outlook 2024,Stated Policies Scenario,Energy,Natural gas,Buildings,EJ,World,2022,29.328
World Energy Outlook 2024,Stated Policies Scenario,Energy,Natural gas,Buildings,EJ,World,2023,28.115
World Energy Outlook 2024,Stated Policies Scenario,Energy,Natural gas,Buildings,EJ,World,2030,30.521
World Energy Outlook 2024,Stated Policies Scenario,Energy,Natural gas,Buildings,EJ,World,2035,30.194
World Energy Outlook 2024,Stated Policies Scenario,Energy,Natural gas,Buildings,EJ,World,2040,29.979
World Energy Outlook 2024,Stated Policies Scenario,Energy,Natural gas,Buildings,EJ,World,2050,29.798
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Natural gas,Buildings,EJ,World,2023,28.115
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Natural gas,Buildings,EJ,World,2030,27.144
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Natural gas,Buildings,EJ,World,2035,22.609
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Natural gas,Buildings,EJ,World,2040,18.909
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Natural gas,Buildings,EJ,World,2050,14.586
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Natural gas,Buildings,EJ,World,2023,28.115
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Natural gas,Buildings,EJ,World,2030,19.836
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Natural gas,Buildings,EJ,World,2035,10.689
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Natural gas,Buildings,EJ,World,2040,4.671
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Natural gas,Buildings,EJ,World,2050,0.026
World Energy Outlook 2024,Stated Policies Scenario,Energy,Total solid fuels,Buildings,EJ,World,2010,30.525
World Energy Outlook 2024,Stated Policies Scenario,Energy,Total solid fuels,Buildings,EJ,World,2022,26.832
World Energy Outlook 2024,Stated Policies Scenario,Energy,Total solid fuels,Buildings,EJ,World,2023,26.766
World Energy Outlook 2024,Stated Policies Scenario,Energy,Total solid fuels,Buildings,EJ,World,2030,21.442
World Energy Outlook 2024,Stated Policies Scenario,Energy,Total solid fuels,Buildings,EJ,World,2035,19.622
World Energy Outlook 2024,Stated Policies Scenario,Energy,Total solid fuels,Buildings,EJ,World,2040,17.99
World Energy Outlook 2024,Stated Policies Scenario,Energy,Total solid fuels,Buildings,EJ,World,2050,15.962
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Total solid fuels,Buildings,EJ,World,2023,26.766
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Total solid fuels,Buildings,EJ,World,2030,14
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Total solid fuels,Buildings,EJ,World,2035,11.263
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Total solid fuels,Buildings,EJ,World,2040,9.057
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Total solid fuels,Buildings,EJ,World,2050,8.3
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Total solid fuels,Buildings,EJ,World,2023,26.766
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Total solid fuels,Buildings,EJ,World,2030,7.718
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Total solid fuels,Buildings,EJ,World,2035,6.64
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Total solid fuels,Buildings,EJ,World,2040,5.15
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Total solid fuels,Buildings,EJ,World,2050,5.11
World Energy Outlook 2024,Stated Policies Scenario,Energy,Modern bioenergy: solid,Buildings,EJ,World,2010,4.061
World Energy Outlook 2024,Stated Policies Scenario,Energy,Modern bioenergy: solid,Buildings,EJ,World,2022,4.247
World Energy Outlook 2024,Stated Policies Scenario,Energy,Modern bioenergy: solid,Buildings,EJ,World,2023,4.278
World Energy Outlook 2024,Stated Policies Scenario,Energy,Modern bioenergy: solid,Buildings,EJ,World,2030,4.962
World Energy Outlook 2024,Stated Policies Scenario,Energy,Modern bioenergy: solid,Buildings,EJ,World,2035,5.091
World Energy Outlook 2024,Stated Policies Scenario,Energy,Modern bioenergy: solid,Buildings,EJ,World,2040,5.215
World Energy Outlook 2024,Stated Policies Scenario,Energy,Modern bioenergy: solid,Buildings,EJ,World,2050,5.875
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Modern bioenergy: solid,Buildings,EJ,World,2023,4.278
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Modern bioenergy: solid,Buildings,EJ,World,2030,5.871
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Modern bioenergy: solid,Buildings,EJ,World,2035,5.726
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Modern bioenergy: solid,Buildings,EJ,World,2040,5.311
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Modern bioenergy: solid,Buildings,EJ,World,2050,5.985
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Modern bioenergy: solid,Buildings,EJ,World,2023,4.278
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Modern bioenergy: solid,Buildings,EJ,World,2030,6.488
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Modern bioenergy: solid,Buildings,EJ,World,2035,6.226
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Modern bioenergy: solid,Buildings,EJ,World,2040,5.072
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Modern bioenergy: solid,Buildings,EJ,World,2050,5.108
World Energy Outlook 2024,Stated Policies Scenario,Energy,Traditional use of biomass,Residential,EJ,World,2010,20.818
World Energy Outlook 2024,Stated Policies Scenario,Energy,Traditional use of biomass,Residential,EJ,World,2022,19.106
World Energy Outlook 2024,Stated Policies Scenario,Energy,Traditional use of biomass,Residential,EJ,World,2023,19.123
World Energy Outlook 2024,Stated Policies Scenario,Energy,Traditional use of biomass,Residential,EJ,World,2030,14.585
World Energy Outlook 2024,Stated Policies Scenario,Energy,Traditional use of biomass,Residential,EJ,World,2035,13.374
World Energy Outlook 2024,Stated Policies Scenario,Energy,Traditional use of biomass,Residential,EJ,World,2040,12.046
World Energy Outlook 2024,Stated Policies Scenario,Energy,Traditional use of biomass,Residential,EJ,World,2050,9.693
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Traditional use of biomass,Residential,EJ,World,2023,19.123
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Traditional use of biomass,Residential,EJ,World,2030,6.425
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Traditional use of biomass,Residential,EJ,World,2035,4.688
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Traditional use of biomass,Residential,EJ,World,2040,3.33
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Traditional use of biomass,Residential,EJ,World,2050,2.173
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Traditional use of biomass,Residential,EJ,World,2023,19.123
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Traditional use of biomass,Residential,EJ,World,2030,0
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Traditional use of biomass,Residential,EJ,World,2035,0
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Traditional use of biomass,Residential,EJ,World,2040,0
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Traditional use of biomass,Residential,EJ,World,2050,0
World Energy Outlook 2024,Stated Policies Scenario,Energy,Coal,Buildings,EJ,World,2010,5.563
World Energy Outlook 2024,Stated Policies Scenario,Energy,Coal,Buildings,EJ,World,2022,3.387
World Energy Outlook 2024,Stated Policies Scenario,Energy,Coal,Buildings,EJ,World,2023,3.275
World Energy Outlook 2024,Stated Policies Scenario,Energy,Coal,Buildings,EJ,World,2030,1.8
World Energy Outlook 2024,Stated Policies Scenario,Energy,Coal,Buildings,EJ,World,2035,1.065
World Energy Outlook 2024,Stated Policies Scenario,Energy,Coal,Buildings,EJ,World,2040,0.638
World Energy Outlook 2024,Stated Policies Scenario,Energy,Coal,Buildings,EJ,World,2050,0.293
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Coal,Buildings,EJ,World,2023,3.275
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Coal,Buildings,EJ,World,2030,1.637
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Coal,Buildings,EJ,World,2035,0.803
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Coal,Buildings,EJ,World,2040,0.384
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Coal,Buildings,EJ,World,2050,0.126
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Coal,Buildings,EJ,World,2023,3.275
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Coal,Buildings,EJ,World,2030,1.198
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Coal,Buildings,EJ,World,2035,0.403
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Coal,Buildings,EJ,World,2040,0.074
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Coal,Buildings,EJ,World,2050,0.001
World Energy Outlook 2024,Stated Policies Scenario,Energy,District heat,Buildings,EJ,World,2010,6.118
World Energy Outlook 2024,Stated Policies Scenario,Energy,District heat,Buildings,EJ,World,2022,6.893
World Energy Outlook 2024,Stated Policies Scenario,Energy,District heat,Buildings,EJ,World,2023,6.816
World Energy Outlook 2024,Stated Policies Scenario,Energy,District heat,Buildings,EJ,World,2030,7.847
World Energy Outlook 2024,Stated Policies Scenario,Energy,District heat,Buildings,EJ,World,2035,8.174
World Energy Outlook 2024,Stated Policies Scenario,Energy,District heat,Buildings,EJ,World,2040,8.221
World Energy Outlook 2024,Stated Policies Scenario,Energy,District heat,Buildings,EJ,World,2050,8.178
World Energy Outlook 2024,Announced Pledges Scenario,Energy,District heat,Buildings,EJ,World,2023,6.816
World Energy Outlook 2024,Announced Pledges Scenario,Energy,District heat,Buildings,EJ,World,2030,7.681
World Energy Outlook 2024,Announced Pledges Scenario,Energy,District heat,Buildings,EJ,World,2035,7.784
World Energy Outlook 2024,Announced Pledges Scenario,Energy,District heat,Buildings,EJ,World,2040,7.661
World Energy Outlook 2024,Announced Pledges Scenario,Energy,District heat,Buildings,EJ,World,2050,7.159
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,District heat,Buildings,EJ,World,2023,6.816
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,District heat,Buildings,EJ,World,2030,7.048
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,District heat,Buildings,EJ,World,2035,6.617
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,District heat,Buildings,EJ,World,2040,6.119
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,District heat,Buildings,EJ,World,2050,4.588
World Energy Outlook 2024,Stated Policies Scenario,Energy,Total,Residential,EJ,World,2010,78.25
World Energy Outlook 2024,Stated Policies Scenario,Energy,Total,Residential,EJ,World,2022,86.592
World Energy Outlook 2024,Stated Policies Scenario,Energy,Total,Residential,EJ,World,2023,85.516
World Energy Outlook 2024,Stated Policies Scenario,Energy,Total,Residential,EJ,World,2030,87.147
World Energy Outlook 2024,Stated Policies Scenario,Energy,Total,Residential,EJ,World,2035,88.246
World Energy Outlook 2024,Stated Policies Scenario,Energy,Total,Residential,EJ,World,2040,89.697
World Energy Outlook 2024,Stated Policies Scenario,Energy,Total,Residential,EJ,World,2050,95.6
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Total,Residential,EJ,World,2023,85.516
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Total,Residential,EJ,World,2030,76.993
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Total,Residential,EJ,World,2035,73.595
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Total,Residential,EJ,World,2040,72.19
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Total,Residential,EJ,World,2050,75.72
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Total,Residential,EJ,World,2023,85.516
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Total,Residential,EJ,World,2030,65.278
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Total,Residential,EJ,World,2035,58.19
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Total,Residential,EJ,World,2040,54.783
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Total,Residential,EJ,World,2050,56.504
World Energy Outlook 2024,Stated Policies Scenario,Energy,Total,Services,EJ,World,2010,32.968
World Energy Outlook 2024,Stated Policies Scenario,Energy,Total,Services,EJ,World,2022,38.436
World Energy Outlook 2024,Stated Policies Scenario,Energy,Total,Services,EJ,World,2023,38.596
World Energy Outlook 2024,Stated Policies Scenario,Energy,Total,Services,EJ,World,2030,45.342
World Energy Outlook 2024,Stated Policies Scenario,Energy,Total,Services,EJ,World,2035,48.471
World Energy Outlook 2024,Stated Policies Scenario,Energy,Total,Services,EJ,World,2040,51.367
World Energy Outlook 2024,Stated Policies Scenario,Energy,Total,Services,EJ,World,2050,57.044
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Total,Services,EJ,World,2023,38.596
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Total,Services,EJ,World,2030,43.054
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Total,Services,EJ,World,2035,43.643
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Total,Services,EJ,World,2040,44.633
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Total,Services,EJ,World,2050,47.205
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Total,Services,EJ,World,2023,38.596
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Total,Services,EJ,World,2030,37.269
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Total,Services,EJ,World,2035,35.838
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Total,Services,EJ,World,2040,35.38
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Total,Services,EJ,World,2050,35.521
World Energy Outlook 2024,Stated Policies Scenario,Energy,Total,Electricity generation,TWh,World,2010,21510.88
World Energy Outlook 2024,Stated Policies Scenario,Energy,Total,Electricity generation,TWh,World,2022,29145.16
World Energy Outlook 2024,Stated Policies Scenario,Energy,Total,Electricity generation,TWh,World,2023,29863.4
World Energy Outlook 2024,Stated Policies Scenario,Energy,Total,Electricity generation,TWh,World,2030,37488.89
World Energy Outlook 2024,Stated Policies Scenario,Energy,Total,Electricity generation,TWh,World,2035,42766.49
World Energy Outlook 2024,Stated Policies Scenario,Energy,Total,Electricity generation,TWh,World,2040,48409.34
World Energy Outlook 2024,Stated Policies Scenario,Energy,Total,Electricity generation,TWh,World,2050,58352.13
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Total,Electricity generation,TWh,World,2023,29863.4
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Total,Electricity generation,TWh,World,2030,38284.86
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Total,Electricity generation,TWh,World,2035,45758.99
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Total,Electricity generation,TWh,World,2040,54637.57
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Total,Electricity generation,TWh,World,2050,70564.11
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Total,Electricity generation,TWh,World,2023,29863.4
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Total,Electricity generation,TWh,World,2030,39782.75
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Total,Electricity generation,TWh,World,2035,50084.14
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Total,Electricity generation,TWh,World,2040,61965.01
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Total,Electricity generation,TWh,World,2050,80194.39
World Energy Outlook 2024,Stated Policies Scenario,Energy,Renewables,Electricity generation,TWh,World,2010,4209.03
World Energy Outlook 2024,Stated Policies Scenario,Energy,Renewables,Electricity generation,TWh,World,2022,8566.97
World Energy Outlook 2024,Stated Policies Scenario,Energy,Renewables,Electricity generation,TWh,World,2023,9028.65
World Energy Outlook 2024,Stated Policies Scenario,Energy,Renewables,Electricity generation,TWh,World,2030,17576.69
World Energy Outlook 2024,Stated Policies Scenario,Energy,Renewables,Electricity generation,TWh,World,2035,24930.12
World Energy Outlook 2024,Stated Policies Scenario,Energy,Renewables,Electricity generation,TWh,World,2040,31802.46
World Energy Outlook 2024,Stated Policies Scenario,Energy,Renewables,Electricity generation,TWh,World,2050,42770.18
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Renewables,Electricity generation,TWh,World,2023,9028.65
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Renewables,Electricity generation,TWh,World,2030,19896.51
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Renewables,Electricity generation,TWh,World,2035,30828.42
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Renewables,Electricity generation,TWh,World,2040,41505.09
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Renewables,Electricity generation,TWh,World,2050,58611.25
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Renewables,Electricity generation,TWh,World,2023,9028.65
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Renewables,Electricity generation,TWh,World,2030,23336.74
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Renewables,Electricity generation,TWh,World,2035,39128.42
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Renewables,Electricity generation,TWh,World,2040,52821.3
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Renewables,Electricity generation,TWh,World,2050,70962.66
World Energy Outlook 2024,Stated Policies Scenario,Energy,Solar PV,Electricity generation,TWh,World,2010,32.04
World Energy Outlook 2024,Stated Policies Scenario,Energy,Solar PV,Electricity generation,TWh,World,2022,1294.39
World Energy Outlook 2024,Stated Policies Scenario,Energy,Solar PV,Electricity generation,TWh,World,2023,1612.43
World Energy Outlook 2024,Stated Policies Scenario,Energy,Solar PV,Electricity generation,TWh,World,2030,6451.82
World Energy Outlook 2024,Stated Policies Scenario,Energy,Solar PV,Electricity generation,TWh,World,2035,10688.78
World Energy Outlook 2024,Stated Policies Scenario,Energy,Solar PV,Electricity generation,TWh,World,2040,14912.1
World Energy Outlook 2024,Stated Policies Scenario,Energy,Solar PV,Electricity generation,TWh,World,2050,21557.27
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Solar PV,Electricity generation,TWh,World,2023,1612.43
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Solar PV,Electricity generation,TWh,World,2030,7511.94
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Solar PV,Electricity generation,TWh,World,2035,13672.56
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Solar PV,Electricity generation,TWh,World,2040,19815.64
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Solar PV,Electricity generation,TWh,World,2050,28996.45
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Solar PV,Electricity generation,TWh,World,2023,1612.43
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Solar PV,Electricity generation,TWh,World,2030,9212.45
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Solar PV,Electricity generation,TWh,World,2035,17645.3
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Solar PV,Electricity generation,TWh,World,2040,24845.95
World Energy Outlook 2024,Net Zero Emissions by 2050 Scenario,Energy,Solar PV,Electricity generation,TWh,World,2050,34069.31
World Energy Outlook 2024,Stated Policies Scenario,Energy,Wind,Electricity generation,TWh,World,2010,342.21
World Energy Outlook 2024,Stated Policies Scenario,Energy,Wind,Electricity generation,TWh,World,2022,2119.76
World Energy Outlook 2024,Stated Policies Scenario,Energy,Wind,Electricity generation,TWh,World,2023,2335.54
World Energy Outlook 2024,Stated Policies Scenario,Energy,Wind,Electricity generation,TWh,World,2030,5023.77
World Energy Outlook 2024,Stated Policies Scenario,Energy,Wind,Electricity generation,TWh,World,2035,7534.92
World Energy Outlook 2024,Stated Policies Scenario,Energy,Wind,Electricity generation,TWh,World,2040,9492.22
World Energy Outlook 2024,Stated Policies Scenario,Energy,Wind,Electricity generation,TWh,World,2050,12347.28
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Wind,Electricity generation,TWh,World,2023,2335.54
World Energy Outlook 2024,Announced Pledges Scenario,Energy,Wind,Electricity generation,TWh,World,2030,5937.8
