SCENARIO,CATEGORY,PRODUCT,FLOW,UNIT,YEAR,VALUE
Net Zero Emissions by 2050 Scenario,Capacity: installed,Solar PV,Electrical capacity,GW,2040,16455.02
Net Zero Emissions by 2050 Scenario,Capacity: installed,Solar PV,Electrical capacity,GW,2050,21618.47
Stated Policies Scenario,Capacity: installed,Wind,Electrical capacity,GW,2010,181.11
Stated Policies Scenario,Capacity: installed,Wind,Electrical capacity,GW,2022,899.28
Stated Policies Scenario,Capacity: installed,Wind,Electrical capacity,GW,2023,1015.18
Stated Policies Scenario,Capacity: installed,Wind,Electrical capacity,GW,2030,2078.57
Stated Policies Scenario,Capacity: installed,Wind,Electrical capacity,GW,2035,2861.83
Stated Policies Scenario,Capacity: installed,Wind,Electrical capacity,GW,2040,3419.25
Stated Policies Scenario,Capacity: installed,Wind,Electrical capacity,GW,2050,4189.21
Announced Pledges Scenario,Capacity: installed,Wind,Electrical capacity,GW,2023,1015.18
Announced Pledges Scenario,Capacity: installed,Wind,Electrical capacity,GW,2030,2410.04
Announced Pledges Scenario,Capacity: installed,Wind,Electrical capacity,GW,2035,3553.07
Announced Pledges Scenario,Capacity: installed,Wind,Electrical capacity,GW,2040,4487.34
Announced Pledges Scenario,Capacity: installed,Wind,Electrical capacity,GW,2050,6031.77
Net Zero Emissions by 2050 Scenario,Capacity: installed,Wind,Electrical capacity,GW,2023,1015.18
Net Zero Emissions by 2050 Scenario,Capacity: installed,Wind,Electrical capacity,GW,2030,2730.63
Net Zero Emissions by 2050 Scenario,Capacity: installed,Wind,Electrical capacity,GW,2035,4541.8
Net Zero Emissions by 2050 Scenario,Capacity: installed,Wind,Electrical capacity,GW,2040,5944.72
Net Zero Emissions by 2050 Scenario,Capacity: installed,Wind,Electrical capacity,GW,2050,7901.33
Stated Policies Scenario,Capacity: installed,Hydro,Electrical capacity,GW,2010,1027.89
Stated Policies Scenario,Capacity: installed,Hydro,Electrical capacity,GW,2022,1397.88
Stated Policies Scenario,Capacity: installed,Hydro,Electrical capacity,GW,2023,1410.76
Stated Policies Scenario,Capacity: installed,Hydro,Electrical capacity,GW,2030,1576.45
Stated Policies Scenario,Capacity: installed,Hydro,Electrical capacity,GW,2035,1688.67
Stated Policies Scenario,Capacity: installed,Hydro,Electrical capacity,GW,2040,1807.74
Stated Policies Scenario,Capacity: installed,Hydro,Electrical capacity,GW,2050,2030.95
Announced Pledges Scenario,Capacity: installed,Hydro,Electrical capacity,GW,2023,1410.76
Announced Pledges Scenario,Capacity: installed,Hydro,Electrical capacity,GW,2030,1625.5
Announced Pledges Scenario,Capacity: installed,Hydro,Electrical capacity,GW,2035,1788.26
Announced Pledges Scenario,Capacity: installed,Hydro,Electrical capacity,GW,2040,1945.49
Announced Pledges Scenario,Capacity: installed,Hydro,Electrical capacity,GW,2050,2199.6
Net Zero Emissions by 2050 Scenario,Capacity: installed,Hydro,Electrical capacity,GW,2023,1410.76
Net Zero Emissions by 2050 Scenario,Capacity: installed,Hydro,Electrical capacity,GW,2030,1696.76
Net Zero Emissions by 2050 Scenario,Capacity: installed,Hydro,Electrical capacity,GW,2035,1942.81
Net Zero Emissions by 2050 Scenario,Capacity: installed,Hydro,Electrical capacity,GW,2040,2161.32
Net Zero Emissions by 2050 Scenario,Capacity: installed,Hydro,Electrical capacity,GW,2050,2418.56
Stated Policies Scenario,Capacity: installed,Modern bioenergy and renewable waste,Electrical capacity,GW,2010,73.52
Stated Policies Scenario,Capacity: installed,Modern bioenergy and renewable waste,Electrical capacity,GW,2022,180.01
Stated Policies Scenario,Capacity: installed,Modern bioenergy and renewable waste,Electrical capacity,GW,2023,187.98
Stated Policies Scenario,Capacity: installed,Modern bioenergy and renewable waste,Electrical capacity,GW,2030,241.55
Stated Policies Scenario,Capacity: installed,Modern bioenergy and renewable waste,Electrical capacity,GW,2035,283.41
Stated Policies Scenario,Capacity: installed,Modern bioenergy and renewable waste,Electrical capacity,GW,2040,322.57
Stated Policies Scenario,Capacity: installed,Modern bioenergy and renewable waste,Electrical capacity,GW,2050,394.07
Announced Pledges Scenario,Capacity: installed,Modern bioenergy and renewable waste,Electrical capacity,GW,2023,187.98
Announced Pledges Scenario,Capacity: installed,Modern bioenergy and renewable waste,Electrical capacity,GW,2030,295.9
Announced Pledges Scenario,Capacity: installed,Modern bioenergy and renewable waste,Electrical capacity,GW,2035,414.46
Announced Pledges Scenario,Capacity: installed,Modern bioenergy and renewable waste,Electrical capacity,GW,2040,540.72
Announced Pledges Scenario,Capacity: installed,Modern bioenergy and renewable waste,Electrical capacity,GW,2050,713.31
Net Zero Emissions by 2050 Scenario,Capacity: installed,Modern bioenergy and renewable waste,Electrical capacity,GW,2023,187.98
Net Zero Emissions by 2050 Scenario,Capacity: installed,Modern bioenergy and renewable waste,Electrical capacity,GW,2030,291.64
Net Zero Emissions by 2050 Scenario,Capacity: installed,Modern bioenergy and renewable waste,Electrical capacity,GW,2035,438.45
Net Zero Emissions by 2050 Scenario,Capacity: installed,Modern bioenergy and renewable waste,Electrical capacity,GW,2040,556.21
Net Zero Emissions by 2050 Scenario,Capacity: installed,Modern bioenergy and renewable waste,Electrical capacity,GW,2050,696.07
Stated Policies Scenario,Capacity: installed,Bioenergy: with CCUS,Electrical capacity,GW,2010,0
Stated Policies Scenario,Capacity: installed,Bioenergy: with CCUS,Electrical capacity,GW,2022,0
Stated Policies Scenario,Capacity: installed,Bioenergy: with CCUS,Electrical capacity,GW,2023,0
Stated Policies Scenario,Capacity: installed,Bioenergy: with CCUS,Electrical capacity,GW,2030,0
Stated Policies Scenario,Capacity: installed,Bioenergy: with CCUS,Electrical capacity,GW,2035,0
Stated Policies Scenario,Capacity: installed,Bioenergy: with CCUS,Electrical capacity,GW,2040,0
Stated Policies Scenario,Capacity: installed,Bioenergy: with CCUS,Electrical capacity,GW,2050,0
Announced Pledges Scenario,Capacity: installed,Bioenergy: with CCUS,Electrical capacity,GW,2023,0
Announced Pledges Scenario,Capacity: installed,Bioenergy: with CCUS,Electrical capacity,GW,2030,5.71
Announced Pledges Scenario,Capacity: installed,Bioenergy: with CCUS,Electrical capacity,GW,2035,37.3
Announced Pledges Scenario,Capacity: installed,Bioenergy: with CCUS,Electrical capacity,GW,2040,60.01
Announced Pledges Scenario,Capacity: installed,Bioenergy: with CCUS,Electrical capacity,GW,2050,84.79
Net Zero Emissions by 2050 Scenario,Capacity: installed,Bioenergy: with CCUS,Electrical capacity,GW,2023,0
Net Zero Emissions by 2050 Scenario,Capacity: installed,Bioenergy: with CCUS,Electrical capacity,GW,2030,12.97
Net Zero Emissions by 2050 Scenario,Capacity: installed,Bioenergy: with CCUS,Electrical capacity,GW,2035,65.15
Net Zero Emissions by 2050 Scenario,Capacity: installed,Bioenergy: with CCUS,Electrical capacity,GW,2040,98.34
Net Zero Emissions by 2050 Scenario,Capacity: installed,Bioenergy: with CCUS,Electrical capacity,GW,2050,128.44
Stated Policies Scenario,Capacity: installed,Concentrating solar power,Electrical capacity,GW,2010,1.25
Stated Policies Scenario,Capacity: installed,Concentrating solar power,Electrical capacity,GW,2022,6.35
Stated Policies Scenario,Capacity: installed,Concentrating solar power,Electrical capacity,GW,2023,7
Stated Policies Scenario,Capacity: installed,Concentrating solar power,Electrical capacity,GW,2030,9.86
Stated Policies Scenario,Capacity: installed,Concentrating solar power,Electrical capacity,GW,2035,20.63
Stated Policies Scenario,Capacity: installed,Concentrating solar power,Electrical capacity,GW,2040,35.43
Stated Policies Scenario,Capacity: installed,Concentrating solar power,Electrical capacity,GW,2050,68.21
Announced Pledges Scenario,Capacity: installed,Concentrating solar power,Electrical capacity,GW,2023,7
Announced Pledges Scenario,Capacity: installed,Concentrating solar power,Electrical capacity,GW,2030,15.65
Announced Pledges Scenario,Capacity: installed,Concentrating solar power,Electrical capacity,GW,2035,57.15
Announced Pledges Scenario,Capacity: installed,Concentrating solar power,Electrical capacity,GW,2040,119.67
Announced Pledges Scenario,Capacity: installed,Concentrating solar power,Electrical capacity,GW,2050,229.89
Net Zero Emissions by 2050 Scenario,Capacity: installed,Concentrating solar power,Electrical capacity,GW,2023,7
Net Zero Emissions by 2050 Scenario,Capacity: installed,Concentrating solar power,Electrical capacity,GW,2030,35.09
Net Zero Emissions by 2050 Scenario,Capacity: installed,Concentrating solar power,Electrical capacity,GW,2035,112.02
Net Zero Emissions by 2050 Scenario,Capacity: installed,Concentrating solar power,Electrical capacity,GW,2040,225.97
Net Zero Emissions by 2050 Scenario,Capacity: installed,Concentrating solar power,Electrical capacity,GW,2050,389.76
Stated Policies Scenario,Capacity: installed,Geothermal,Electrical capacity,GW,2010,9.93
Stated Policies Scenario,Capacity: installed,Geothermal,Electrical capacity,GW,2022,14.68
Stated Policies Scenario,Capacity: installed,Geothermal,Electrical capacity,GW,2023,14.85
Stated Policies Scenario,Capacity: installed,Geothermal,Electrical capacity,GW,2030,22.05
Stated Policies Scenario,Capacity: installed,Geothermal,Electrical capacity,GW,2035,30.88
Stated Policies Scenario,Capacity: installed,Geothermal,Electrical capacity,GW,2040,40.43
Stated Policies Scenario,Capacity: installed,Geothermal,Electrical capacity,GW,2050,56.4
Announced Pledges Scenario,Capacity: installed,Geothermal,Electrical capacity,GW,2023,14.85
Announced Pledges Scenario,Capacity: installed,Geothermal,Electrical capacity,GW,2030,25.81
Announced Pledges Scenario,Capacity: installed,Geothermal,Electrical capacity,GW,2035,39.63
Announced Pledges Scenario,Capacity: installed,Geothermal,Electrical capacity,GW,2040,52.86
Announced Pledges Scenario,Capacity: installed,Geothermal,Electrical capacity,GW,2050,83.34
Net Zero Emissions by 2050 Scenario,Capacity: installed,Geothermal,Electrical capacity,GW,2023,14.85
Net Zero Emissions by 2050 Scenario,Capacity: installed,Geothermal,Electrical capacity,GW,2030,38.66
Net Zero Emissions by 2050 Scenario,Capacity: installed,Geothermal,Electrical capacity,GW,2035,61.08
Net Zero Emissions by 2050 Scenario,Capacity: installed,Geothermal,Electrical capacity,GW,2040,79.63
Net Zero Emissions by 2050 Scenario,Capacity: installed,Geothermal,Electrical capacity,GW,2050,111.12
Stated Policies Scenario,Capacity: installed,Marine,Electrical capacity,GW,2010,0.25
Stated Policies Scenario,Capacity: installed,Marine,Electrical capacity,GW,2022,0.56
Stated Policies Scenario,Capacity: installed,Marine,Electrical capacity,GW,2023,0.56
Stated Policies Scenario,Capacity: installed,Marine,Electrical capacity,GW,2030,1
Stated Policies Scenario,Capacity: installed,Marine,Electrical capacity,GW,2035,6.74
Stated Policies Scenario,Capacity: installed,Marine,Electrical capacity,GW,2040,15.88
Stated Policies Scenario,Capacity: installed,Marine,Electrical capacity,GW,2050,34.08
Announced Pledges Scenario,Capacity: installed,Marine,Electrical capacity,GW,2023,0.56
Announced Pledges Scenario,Capacity: installed,Marine,Electrical capacity,GW,2030,1.25
Announced Pledges Scenario,Capacity: installed,Marine,Electrical capacity,GW,2035,8.41
Announced Pledges Scenario,Capacity: installed,Marine,Electrical capacity,GW,2040,18.62
Announced Pledges Scenario,Capacity: installed,Marine,Electrical capacity,GW,2050,38.74
Net Zero Emissions by 2050 Scenario,Capacity: installed,Marine,Electrical capacity,GW,2023,0.56
Net Zero Emissions by 2050 Scenario,Capacity: installed,Marine,Electrical capacity,GW,2030,3.85
Net Zero Emissions by 2050 Scenario,Capacity: installed,Marine,Electrical capacity,GW,2035,12.17
Net Zero Emissions by 2050 Scenario,Capacity: installed,Marine,Electrical capacity,GW,2040,22.8
Net Zero Emissions by 2050 Scenario,Capacity: installed,Marine,Electrical capacity,GW,2050,43.4
Stated Policies Scenario,Capacity: installed,Nuclear,Electrical capacity,GW,2010,402.5
Stated Policies Scenario,Capacity: installed,Nuclear,Electrical capacity,GW,2022,416.56
Stated Policies Scenario,Capacity: installed,Nuclear,Electrical capacity,GW,2023,415.73
Stated Policies Scenario,Capacity: installed,Nuclear,Electrical capacity,GW,2030,478.32
Stated Policies Scenario,Capacity: installed,Nuclear,Electrical capacity,GW,2035,534.13
Stated Policies Scenario,Capacity: installed,Nuclear,Electrical capacity,GW,2040,585.79
Stated Policies Scenario,Capacity: installed,Nuclear,Electrical capacity,GW,2050,646.99
Announced Pledges Scenario,Capacity: installed,Nuclear,Electrical capacity,GW,2023,415.73
Announced Pledges Scenario,Capacity: installed,Nuclear,Electrical capacity,GW,2030,507.73
Announced Pledges Scenario,Capacity: installed,Nuclear,Electrical capacity,GW,2035,627.45
Announced Pledges Scenario,Capacity: installed,Nuclear,Electrical capacity,GW,2040,748.08
Announced Pledges Scenario,Capacity: installed,Nuclear,Electrical capacity,GW,2050,874.09
Net Zero Emissions by 2050 Scenario,Capacity: installed,Nuclear,Electrical capacity,GW,2023,415.73
Net Zero Emissions by 2050 Scenario,Capacity: installed,Nuclear,Electrical capacity,GW,2030,554.45
Net Zero Emissions by 2050 Scenario,Capacity: installed,Nuclear,Electrical capacity,GW,2035,750.18
Net Zero Emissions by 2050 Scenario,Capacity: installed,Nuclear,Electrical capacity,GW,2040,896.49
Net Zero Emissions by 2050 Scenario,Capacity: installed,Nuclear,Electrical capacity,GW,2050,1017.36
Stated Policies Scenario,Capacity: installed,Hydrogen and H2-based fuels,Electrical capacity,GW,2010,0
Stated Policies Scenario,Capacity: installed,Hydrogen and H2-based fuels,Electrical capacity,GW,2022,0
Stated Policies Scenario,Capacity: installed,Hydrogen and H2-based fuels,Electrical capacity,GW,2023,0
Stated Policies Scenario,Capacity: installed,Hydrogen and H2-based fuels,Electrical capacity,GW,2030,6.62
Stated Policies Scenario,Capacity: installed,Hydrogen and H2-based fuels,Electrical capacity,GW,2035,16.79
Stated Policies Scenario,Capacity: installed,Hydrogen and H2-based fuels,Electrical capacity,GW,2040,23.51
Stated Policies Scenario,Capacity: installed,Hydrogen and H2-based fuels,Electrical capacity,GW,2050,20.22
Announced Pledges Scenario,Capacity: installed,Hydrogen and H2-based fuels,Electrical capacity,GW,2023,0
Announced Pledges Scenario,Capacity: installed,Hydrogen and H2-based fuels,Electrical capacity,GW,2030,28.94
Announced Pledges Scenario,Capacity: installed,Hydrogen and H2-based fuels,Electrical capacity,GW,2035,121.83
Announced Pledges Scenario,Capacity: installed,Hydrogen and H2-based fuels,Electrical capacity,GW,2040,202.08
Announced Pledges Scenario,Capacity: installed,Hydrogen and H2-based fuels,Electrical capacity,GW,2050,273.05
Net Zero Emissions by 2050 Scenario,Capacity: installed,Hydrogen and H2-based fuels,Electrical capacity,GW,2023,0
Net Zero Emissions by 2050 Scenario,Capacity: installed,Hydrogen and H2-based fuels,Electrical capacity,GW,2030,118.1
Net Zero Emissions by 2050 Scenario,Capacity: installed,Hydrogen and H2-based fuels,Electrical capacity,GW,2035,357.72
Net Zero Emissions by 2050 Scenario,Capacity: installed,Hydrogen and H2-based fuels,Electrical capacity,GW,2040,457.61
Net Zero Emissions by 2050 Scenario,Capacity: installed,Hydrogen and H2-based fuels,Electrical capacity,GW,2050,442.97
Stated Policies Scenario,Capacity: installed,Fossil fuels: with CCUS,Electrical capacity,GW,2010,0
Stated Policies Scenario,Capacity: installed,Fossil fuels: with CCUS,Electrical capacity,GW,2022,0.11
Stated Policies Scenario,Capacity: installed,Fossil fuels: with CCUS,Electrical capacity,GW,2023,0.11
Stated Policies Scenario,Capacity: installed,Fossil fuels: with CCUS,Electrical capacity,GW,2030,1.86
Stated Policies Scenario,Capacity: installed,Fossil fuels: with CCUS,Electrical capacity,GW,2035,13.43
Stated Policies Scenario,Capacity: installed,Fossil fuels: with CCUS,Electrical capacity,GW,2040,25.3
Stated Policies Scenario,Capacity: installed,Fossil fuels: with CCUS,Electrical capacity,GW,2050,36.92
Announced Pledges Scenario,Capacity: installed,Fossil fuels: with CCUS,Electrical capacity,GW,2023,0.11
Announced Pledges Scenario,Capacity: installed,Fossil fuels: with CCUS,Electrical capacity,GW,2030,6.43
Announced Pledges Scenario,Capacity: installed,Fossil fuels: with CCUS,Electrical capacity,GW,2035,66.29
Announced Pledges Scenario,Capacity: installed,Fossil fuels: with CCUS,Electrical capacity,GW,2040,112.86
